n;CORIS_Year;Text_genre;Text_genre_specific;Type;Cxn;Lemma_Base;Orthography;Syllables;SyllLength;MorphCat;Pos;Function;SemClass;ScalePoint_Base;Approximation_Output;Approximation_Output2;Occurrence
semi_223;MONITOR2011_13;MISC;MISC;seminascoste ;semi;nascosto;bonded;na-sco-sto;3;conv_Vpart;participle_adj;;;mimimum_standard;Attenuation;Attenuation_Extension;                              borgo costruito probabilmente prima_delle invasioni longobarde del VI e VII secolo . Le rovine del castello sono oggi < seminascoste > dalla vegetazione mentre à¨ ancora ben visibile la cappella protoromanica a pianta trapezioidale ( X - XI secolo ) di                                 
semi_269;CORIS1980_2000;NARRAT;NARRATTrRomanzi;seminascosta ;semi;nascosto;bonded;na-sco-sto;3;conv_Vpart;participle_adj;attributive/appositive;perception;mimimum_standard;Attenuation;Attenuation_Extension;                         organizzavano ronde e farandole . Una musica , da qualche parte , suonava un passo di minuetto ... Meaulnes , con la testa < seminascosta > nel bavero della mantella , come in una gorgiera , si sentiva un altro . Vinto dal piacere , prese anche lui a inseguire il                          
mezzo_16;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo nascondere ;mezzo;nascosto;debonded;na-sco-sto;3;conv_Vpart;participle_adj;attributive/appositive;perception;mimimum_standard;Attenuation;Attenuation_Extension;                            a prendere suo figlio all ' uscita di scuola per vederla , si trovà² davanti una biondina slavata con un viso da neonata < mezzo nascosto > dietro una bolla di gomma da masticare . Tirà² un sospiro di sollievo , certa che Dai si sarebbe ripreso dal mal d ' amore e                          
mezzo_111;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo nascondere ;mezzo;nascosto;debonded;na-sco-sto;3;conv_Vpart;participle_adj;attributive/appositive;perception;mimimum_standard;Attenuation;Attenuation_Extension;"                                    , come chiamano qui gli abitanti della capitale . Troviamo una stanza in un albergo che fuori à¨ una costruzione < mezza nascosta > fra gli alberi e incastrata sotto un dirupo roccioso ; dentro à¨ appena decente , ma tranquilla . Verso sera facciamo un                              "
mezzo_151;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo nascondere ;mezzo;nascosto;debonded;na-sco-sto;3;conv_Vpart;participle_adj;attributive/appositive;perception;mimimum_standard;Attenuation;Attenuation_Extension;                              tutti in faccia . Ralph stava inginocchiato presso i resti del fuoco come un corridore pronto allo scatto , la faccia < mezza nascosta > dai capelli e dalla fuliggine . I Sammeric facevano capolino tutti e due da dietro una palma ai margini della foresta . Un                           
mezzo_164;MONITOR2008_10;NARRAT;NARRAT;mezzo nascondere ;mezzo;nascosto;debonded;na-sco-sto;3;conv_Vpart;participle_adj;attributive/appositive;perception;mimimum_standard;Attenuation;Attenuation_Extension;                          sentivo goffo , dondolavo sui talloni . Â« Meraviglioso Â» , borbottà² Rosalie . Mi voltai e la vidi sbucare da un corridoio < mezzo nascosto > dalla scala . Teneva Bella fra le braccia e mi rivolse un ghigno beffardo . Â« Mi pareva di aver sentito un cattivo odore Â» . E                       
semi_49;CORIS1980_2000;PRACC;PRACCRiviste;seminaturali ;semi;naturale;bonded;na-tu-ra-le;4;suff_N;adjective;attributive/appositive;material;non-scalar;KinCategorization;KinCategorization;"                          i boschi vengono gestiti e non vi à¨ bosco che non sia stato una qualche volta tagliato , ad eccezione di alcune foreste "" < seminaturali > "" ( dove non sono stati effettuati tagli negli ultimi 50 anni ) e di piccolissime aree quasi selvagge , le cosiddette                                "
semi_139;CORIS1980_2000;PRGAMM;PRGAMMDocumenti;seminaturali ;semi;naturale;bonded;na-tu-ra-le;4;suff_N;adjective;attributive/appositive;material;non-scalar;KinCategorization;KinCategorization;                         del bestiame tenuto all ' aperto in pascoli , altri terreni erbosi , lande , paludi , brughiere e altri habitat naturali o < seminaturali > deve essere sufficientemente bassa in_modo_da evitare che il suolo diventi fangoso e la vegetazione sia                                              
semi_270;CORIS1980_2000;NARRAT;NARRATVaria;seminazisti ;semi;nazista;bonded;na-zi-sta;3;suff_N;adjective;attributive/appositive;social;non-scalar;Mitigation/Downtoner;Mitigation/Downtoner;                                 era scarabocchiata la loro ignoranza febbricitante , io ragionavo sul paradosso che faceva somigliare quei ragazzi < seminazisti > alle loro vittime storiche . Cosà¬ rapati , sembravano piuttosto vittime che aguzzini . Mentre col resto del loro                                     
semi_174;CORIS1980_2000;PRACC;PRACCVolumi;seminomade ;semi;nomade;bonded;no-ma-de;3;simple;adjective;attributive/appositive;behaviour;non-scalar;Attenuation;Attenuation_Extension;                             secolo . Succede persino che questi Neoberberi ( Levathae , Laguatan ) facciano causa comune con i Berberi sedentari o < seminomadi > rimasti estranei alla cultura latina . Negli scritti di Procopio e di Corripe , essi vengono confusi sotto il nome                                   
semi_1;MONITOR2014_16;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative;body;maximum_standard;Proximative;Proximative;                           di nuovo Corvo Nero , il grande sciamano Arapauiva ! Falco Bianco aprà¬ gli occhi e guardà² il suo rivale . Era cambiato , < seminudo > e muscoloso , non era pià¹ vecchio e curvo . Nat si guardà² le mani . Erano senza rughe . E si accorse che i suoi capelli non                          
semi_16;CORIS1980_2000;STAMPA;STAMPAQuotidiani;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                      attillati , le cubiste che si agitano . E il giorno dopo , in spiaggia , topless in libertà  , perizomi , insomma corpi nudi o < seminudi > esposti senza problemi . Ecco , tutta questa libertà  nelle donne , che manca assolutamente nel loro Paese , puà² mandare                              
semi_22;MONITOR2014_16;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                              della mia adolescenza ? Per tutto il tempo che avevo guidato alla cieca , forse senza nemmeno sentire il peso di Imma < seminuda > che dava colpi inutili al clacson e mi chiamava lieta , non ero riuscita a dargli un ' identità  stabile . Mi ero sentita                             
semi_50;CORIS1980_2000;STAMPA;STAMPAQuotidiani;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                                          finanziaria del momento . I tre infuocati minuti dove Tiffani si trasforma , da severa segretaria a pinup < seminuda > , sono ormai un appuntamento fisso per i broker e gli analisti della principale piazza finanziaria europea . Merito                                  
semi_55;CORIS1980_2000;NARRAT;NARRATTrRomanzi;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                        andata alla capitale . Desiderava un impiego da domestica , come la sorella maggiore - - disse Ramirez . - - Senza denaro e < seminuda > , tenente ? Non le sembra un po ' strano ? - - Quella mocciosa era mezza matta . - - Posso parlare col fratello , Pradelio                           
semi_64;MONITOR2008_10;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                          di svegliare i miei nipoti con un bacio , mi introducevo a casa loro all ' alba . Capitava spesso che uscendo dal bagno , < seminuda > , Lori si imbattesse in sua suocera nel corridoio . Inoltre , mi incontravo con Celia di nascosto , il che in realtà  era una                         
semi_77;CORIS1980_2000;NARRAT;NARRATRacconti;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                       grandi e lui non ha mai conosciuto . Si china a bere alla fontana , l ' acqua scende da una brocca sorretta da una fanciulla < seminuda > e le dita sono corrose dal muschio , fili di capelvenere scendono dalla brocca fino_nell ' acqua . E ora_che anche quel                              
semi_87;MONITOR2001_04;STAMPA;STAMPA;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;"                              di chiamarsi Hussein , se come à¨ già  accaduto i soldati stampavano un numero sulle braccia dei palestinesi radunatisi < seminudi > sulla piazza .. Scuote la testa . &quot; No , non ho visto niente di simile &quot; . Arafat ha accusato Tsahal di                                    "
semi_91;MONITOR2001_04;STAMPA;STAMPA;semi - nudo ;semi;nudo;hyphened;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                           , i tailleur sono bianchi e neri molto grafici , il finale à¨ di grande effetto . Sopra le nostre teste passa una ragazza < semi - nuda > avvolta in un antico kimono , il vento artificiale le apre il mantello , lasciando vedere il suo corpo efebico . Molto                               
semi_94;MONITOR2008_10;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative;body;maximum_standard;Proximative;Proximative;                      prendi , piccina ? Â» Â« Non lo ... cosa prendiamo ? Â» Sono stordita , non entro in un locale notturno da millenni , sono tutti < seminudi > , ballano tutti . Ho un golf di angora , una gonna rigida , mi sento impacciata , fuori luogo . Sono riuscita ad                                     
semi_100;CORIS1980_2000;NARRAT;NARRATRomanzi;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                                        stava indagando . Se non fosse stato per Margot ... Si possono avere ottime idee aziendali anche esibendosi < seminudi > nei locali notturni . Â» Â« Lei la difende . E ' comprensibile . Â» Â« Io sto semplicemente dimostrandole che l ' incapacità  di                          
semi_102;CORIS1980_2000;NARRAT;NARRATTrRacconti;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                               , le differenze continuano ad esistere , certo , magari Garrincha puà² aver ricevuto il presidente della repubblica , < seminudo > , con addosso solo i calzon cini , ma non significa granchà¨ , no , non sono d ' accordo con quello scrittore che citavi prima                        
semi_115;MONITOR2001_04;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;"                            ed il disappunto di aver scoperto le attività  notturne delle nipoti , forse per lo stupore di vedere un giovane maschio < seminudo > ( e probabilmente non era pià¹ abituata a visioni a luci rosse ) ; insomma la nonna stramazzà² , colpita certamente da un                              "
semi_116;CORIS1980_2000;NARRAT;NARRATRomanzi;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                            appartamenti reali , seguita dai convitati : gli uomini con i falli eretti per l ' incontenibile eccitazione , le donne < seminude > , o nude completamente , che ne sollecitavano la libidine in ogni modo con le movenze pià¹ sensuali . - Il dio Dioniso à¨                              
semi_117;MONITOR2008_10;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                           aveva nella testa era Francesca . Non il viso congestionato di quando si era ficcata il coltello nel polso . Ma il corpo < seminudo > sulla spiaggia , quello che sfuggiva al suo controllo , quello che doveva essere disciplinato . Doveva farla rientrare                               
semi_135;MONITOR2017_20;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                                   nelle strade e nelle spiagge di quella città  erotica . In febbraio , il mese pià¹ caldo , la gente andava in giro < seminuda > , gli uomini in pantaloncini corti e spesso a torso nudo , e le donne in abiti leggeri , sfoggiando scollature e gambe .                             
semi_138;MONITOR2011_13;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;"                                       reale e prostituzione percepita ; se l ' immagine à¨ pià¹ importante del corpo , la ragazzina che si fotografa < seminuda > e vende i propri scatti col telefonino ai compagni di scuola , lo capisce o no che sta prostituendosi ? E se si riprende con                         "
semi_156;CORIS1980_2000;STAMPA;STAMPAPeriodici;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                            . Una giovane donna vestita a lutto , invece , à¨ sconveniente , pià¹ sconveniente , probabilmente , di una giovane donna < seminuda > . Non esiste uno spazio in cui il dolore possa essere socialmente rappresentato . Non esiste alcun segnale che lo                                    
semi_159;CORIS1980_2000;STAMPA;STAMPAQuotidiani;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_subj;body;maximum_standard;Proximative;Proximative;                                      massicce pressioni della cancelleria federale . Nel disegno di un caricaturista la signora Hannelore appariva < seminuda > distesa in una posa lasciva sul cofano dell ' auto del marito . 11 07 1997 Simone Gianfranco - I GRANDI BLITZ - 1 EICHMANN Il                        
semi_171;MONITOR2001_04;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                             sua intimità  mentre si vestiva , mentre girava in accappatoio profumata di docciaschiuma o quando la notte si infilava < seminuda > sotto le lenzuola . Non riusciva a toglierle gli occhi di dosso , completando con la fantasia cià² che era escluso dal suo                            
semi_184;CORIS1980_2000;NARRAT;NARRATRacconti;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;"                    ora , aggrappata con le mani alla poltrona . "" Un par fois ! Laisse moi terminer ! "" L ' altro con garbo , mentre la tratteneva < seminuda > ; Standole sopra : "" Vaffanculo fuori , Stronzo ! "" Richiusi in fretta la porta , e solo allora mi accorsi delle tendine                             "
semi_195;MONITOR2008_10;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_obj;body;maximum_standard;Proximative;Proximative;                           aiutà² Nasuada a sfilare le braccia dalle maniche , e il guscio di tessuto drappeggiato le ricadde ai piedi , lasciandola < seminuda > , coperta appena dalla candida sottoveste . Nasuada ricaccià² indietro un brivido mentre i quattro guerrieri la                                       
semi_287;CORIS1980_2000;PRACC;PRACCVolumi;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                               diversi . Appena il disco del sole à¨ scomparso , i partecipanti alla cerimonia danzano selvaggiamente nella radura , < seminudi > , imbrattati di colore , lasciando roteare intorno_a sà© i loro lunghi capelli . Portano bastoni di danza con pennacchi                               
semi_296;MONITOR2014_16;NARRAT;NARRAT;seminudo ;semi;nudo;bonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                             badava a lui e cosà¬ discese lungo la scarpata a grande velocità  brandendo spada e ascia , passà² attraverso i guerrieri < seminudi > roteando le armi , travolgendoli con la massa del suo destriero e mietendoli con l ' ascia e la spada . Sparà¬ dall ' altra                           
mezzo_8;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative;body;maximum_standard;Proximative;Proximative;                      una visita inaspettata . Bussarono . La Nichilina andà² ad aprire con un gran rutto . Sulla porta c ' era mia suocera . Io ero < mezza nuda > , con la gonna squarciata da una bottiglia di vino , che i contadini non scherzano . Lei non entrà² . Dalla porta ,                                   
mezzo_22;MONITOR2014_16;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative_obj;body;maximum_standard;Proximative;Proximative;                          a cantare il grande Bocelli , che ti ha insegnato a cucinare il grande Cracco . E infatti Daniele ha visto questa ragazza < mezza nuda > , che quando hanno messo una salsa ha cominciato a dimenarsi tutta , ha capito che se ne intendeva e allora le ha fatto                              
mezzo_48;MONITOR2017_20;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;"                          a un ' altezza dignitosa ; a me scappà² una risata , davvero pensava fossi ancora l ' adolescente capace di andare in giro < mezza nuda > pure se c ' erano uomini per casa ? - Come sei bianca , - notà² venendomi incontro . - A mare non andate mai ? - Mi proteggo , il                     "
mezzo_81;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                                , mi viziava , e io ero una vera screanzata , lo divertiva , gli piaceva viziarmi , io ero felice , giravo per casa < mezza nuda > , lo amavo molto , e scopavo con lui quasi tutto il tempo . A questo punto , quasi sempre vicinissima all ' orgasmo , si                             
mezzo_96;MONITOR2008_10;MISC;MISC;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                                       per il trasferimento e per lo choc culturale che poteva avere nel passare dalla Kabul dei burka alle ragazze < mezze nude > delle spiagge adriatiche . Â» Tre mesi dopo , Alberto aspetta Jawad all ' ingresso della Croce Rossa con una lettera in                               
mezzo_106;MONITOR2014_16;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                           riuscirono a condurli accanto_a una fila di barili . Pietro si diede un pugno sulla fronte e indicà² una ragazzina alta , < mezza nuda > e dipinta di bianco . à‚Â– Quella à¨ Angelica à‚Â– . Accanto_a lei un tipo grosso , con le spalle cadenti e i fianchi sformati ,                          
mezzo_112;MONITOR2014_16;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                                 sull ' accaduto , con pietà  circospetta . Una bambina à¨ inginocchiata vicino_al corpo dell ' uomo . Ha una bambola < mezza nuda > accanto_a sà© . La madre vorrebbe allontanarla dal sangue che le macchia le ginocchia . Â« Poi papà  torna quando tutti se ne                           
mezzo_116;MONITOR2014_16;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative_obj;body;maximum_standard;Proximative;Proximative;                      volevo che vivessimo insieme . Â» Â« Perchà© ti preparassi la colazione ? Â» domando divertita . Â« No , be ' , sà¬ . E per vederti < mezza nuda > in cucina appena mi alzo . Â» Mi mordicchia il collo , e tenta di sollevare l ' orlo della maglietta per palparmi le cosce . Mi                       
mezzo_138;MONITOR2014_16;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                           . Rispetto ogni punto di vista , ci mancherebbe , dunque rispetto anche il mio e mi domando : se vedo al cinema dei tizi < mezzi nudi > , pitturati e stravolti cavalcare in terrificanti paesaggi di rocce rosse e cosà¬ , senza nemmeno la sella , assaltare                                
mezzo_142;CORIS1980_2000;NARRAT;NARRATTrVaria;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;"                              Difficilmente un matrimonio veniva celebrato senza essere rallegrato da sfrenate gare di podismo , in cui i corridori < mezzo nudi > scandalizzavano i morigerati forestieri occasionalmente presenti . Gli "" arvills "" , ossia i banchetti funebri , di                                  "
mezzo_187;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                             sempre con quelli della famiglia , se anche prendeva a calci la scodella di Pochi non chiedeva scusa , si addormentava < mezza nuda > ovunque le capitasse , ma quando era con Kyoichi si faceva raggiante di gioia . Sembrava quasi_che avesse fretta di                                  
mezzo_217;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative;body;maximum_standard;Proximative;Proximative;                              spinta da una molla invisibile . Quando alla fine riuscii ad accomodarmi sul sedile di destra , mi resi conto che ero < mezza nuda > . Mi coprii alla meglio , con il maglione e con le mani , offrendo uno spettacolo sicuramente patetico . Pablo schiaccià²                             
mezzo_219;MONITOR2014_16;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative_secundary;body;maximum_standard;Proximative;Proximative;                           a lei . Di quel periodo le restavano immagini confuse . La mamma che scriveva tutto il giorno con il gomito sul tavolo , < mezza nuda > . La mamma che riempiva il quaderno delle Cose Importanti . I capelli lunghi e biondi che le colavano giàº a mazzi , sporchi                          
mezzo_229;MONITOR2008_10;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative;body;maximum_standard;Proximative;Proximative;"                            stato in Russia , nel mar Nero . "" Finalmente Anna si accorse che la canottiera era messa male , di essere praticamente < mezza nuda > e di avere addosso un pigiama ridicolo . Cercando di dissimulare l ' imbarazzo , avanzà² vagamente verso l ' armadio e ne                             "
mezzo_244;CORIS1980_2000;NARRAT;NARRATVaria;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;predicative;body;maximum_standard;Proximative;Proximative;                        nemico sarebbe venuto a domandargli un favore , perdipià¹ al calar della notte , senza aprirgli gli dice : Â« Scusi , ma sono < mezzo nudo > , mi metto su qualcosa e vado in cucina a vedere se riesco a trovarle un limoneÂ» . Invece telefona alla polizia . Massima                            
mezzo_252;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                          sventratore Â» . Era una strada tremenda , diceva Mary , con le lanterne rosse sempre accese , gli ubriachi , e le puttane < mezze nude > alla finestra , con solo una vestaglia addosso . Imprecando e urlando in una dozzina di lingue e di dialetti , le puttane                            
mezzo_253;MONITOR2008_10;STAMPA;STAMPA;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                         . Sono trascorsi 33 anni da quando sedusse il bestione King Kong nel film del 1976 prodotto da Dino De Laurentiis , sempre < mezza nuda > e con un ' espressione mista di terrore ed estasi erotica : nasceva un sex symbol . E sono passati 30 anni da quando apparve                         
mezzo_289;MONITOR2008_10;NARRAT;NARRAT;mezzo nudo ;mezzo;nudo;debonded;nu-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                                quell ' odore continuava a colpirlo per la sua sgradevolezza . La sala era piena di donne cenciose e luridi bambini < mezzi nudi > . Le donne sedevano su panche e i piccoli giocavano per terra . In_fondo_alla stanza c ' erano due porte , entrambe con una                          
semi_160;CORIS1980_2000;NARRAT;NARRATTrRacconti;semi - nuovo ;semi;nuovo;hyphened;nuo-vo;2;simple;adjective;attributive/appositive;temporal;non-scalar;KinCategorization;KinCategorization;                         era stanca . Proprio già¹ di corda e al terzo bicchiere . Nessuno comperava vitamine . Aveva solo Donna e Pam , una ragazza < semi - nuova > che era anche cleptomane . Stavamo parlando di questioni come il brutto tempo e quale fosse il numero massimo di multe                               
semi_196;CORIS1980_2000;MISC;MISCRiviste;seminuova ;semi;nuovo;bonded;nuo-vo;2;simple;adjective;attributive/appositive;temporal;non-scalar;Proximative;Proximative;"                     appena finito il militare ( inizio ' 94 ) , con l ' aiuto finanziario di mio padre ho potuto acquistare una UNO T . RACING 1.4 < seminuova > già  provvista di assetto &#150; 35 mm ed overboost : non male come inizio , vero ? Purtroppo , perà² , quell ' auto morà¬                              "
semi_209;CORIS1980_2000;MISC;MISCRiviste;seminuova ;semi;nuovo;bonded;nuo-vo;2;simple;adjective;attributive/appositive;temporal;non-scalar;Proximative;Proximative;                                    in_genere . Solo a Milano . Tel. 02-66221464 , 0368-8268510 . VENDO BICICLETTA DA CAMERA , linea Monica Sport , < seminuova > , L . 350 mila . Tel. 0461-914951 ( ore 19,30-20,30 ) . VENDO DIPINTO anni ` 80 , mis . 80x80 documentato , di arte                                  
semi_90;CORIS1980_2000;STAMPA;STAMPAQuotidiani;semi - occupare ;semi;occupato;hyphened;oc-cu-pa-to;4;conv_Vpart;participle_adj;attributive/appositive;spatial;non-scalar;Attenuation;Attenuation_Extension;                         quella , possibile , dei Realisti . Ma per far ragionare Arafat - come dice Abdallah - , bisogna che Hamas , nei territori < semi - occupati > e il partito di Dio ( Hezbollah ) nel Sud del Libano sotterrino l ' ascia di guerra . E qui entra in campo l ' Iran che possiede                     
semi_241;MONITOR2017_20;MISC;MISC;semiolimpica ;semi;olimpico;bonded;o-lim-pi-co;4;suff_N;adjective;attributive/appositive;pertainyms;non-scalar;Proximative;Proximative;                             acque del mare e il verde della macchia mediterranea . Le suite offrono una vista spettacolare sulla baia . La piscina < semiolimpica > di 25 metri à¨ stata progettata per consentire anche allenamenti sportivi . Il ristorante La Pergola à¨ stata                                          
semi_272;MONITOR2014_16;MISC;MISC;semiombreggiate ;semi;ombreggiato;bonded;om-breg-gia-to;4;conv_Vpart;adjective;attributive/appositive;perception;mimimum_standard;Attenuation;Attenuation_Extension;                                 in quasi tutte le regioni italiane ) e un terreno non calcareo . Le esposizioni migliori sono quelle ombreggiate e < semiombreggiate > . La camelia fiorisce dal tardo inverno a metà  primavera , con colorazioni dal rosso al rosa al bianco . Moltiplicazione                             
semi_220;CORIS1980_2000;PRACC;PRACCVolumi;semionciale ;semi;onciale;bonded;on-cia-le;3;;adjective;;;non-scalar;KinCategorization;KinCategorization;                                  , infine , al periodo che sarà  caratterizzato dalla semionciale , il cui uso si estese in modo considerevole . La < semionciale > si distingue per una accresciuta fluidità  e per una leggibilità  pià¹ pronunciata di quella consentita dall ' onciale .                                
semi_232;CORIS1980_2000;NARRAT;NARRATRacconti;semioscuro ;semi;oscuro;bonded;o-scu-ro;3;simple;adjective;attributive/appositive;perception;mimimum_standard;Attenuation;Attenuation;                          sera dopo fui da Jalinek . Venne ad aprirmi l ' esangue fanciulla la quale mi accompagnà² in silenzio per un interminabile < semioscuro > corridoio fin davanti_allo studio del padre : ne scostà² la porta senza bussare , mi fece cenno con un braccio di entrare e                           
semi_253;CORIS1980_2000;EPHEM;EPHEMOpuscoli;semiparalizzante ;semi;paralizzante;bonded;pa-ra-liz-zan-te;5;conv_Vprespart;adjective;attributive/appositive;body;non-scalar;Attenuation;Attenuation_Extension;                             DA COMPETIZIONE Caro lettore , se puà² consolarti non sei certamente l ' unico a dover fare i conti con questa sindrome < semiparalizzante > . àˆ piuttosto comune . Accade che , oppresso dal peso dell ' ansia da prestazione , il cervello stenti ad inviare ordini                             
semi_38;CORIS1980_2000;PRACC;PRACCVolumi;semiparalizzata ;semi;paralizzato;bonded;pa-ra-liz-za-to;5;conv_Vpart;participle_adj;predicative_obj;body;maximum_standard;Attenuation;Attenuation_Extension;                        di cui la donna soffriva da anni e che era peggiorata per lo stress di occuparsi dei bambini provocà² un ictus che la lascià² < semiparalizzata > e in condizione di non potersi pià¹ occupare nemmeno di se stessa , per non parlare dei tre nipotini . Essi furono percià²                             
semi_192;CORIS1980_2000;NARRAT;NARRATRacconti;semiparalizzate ;semi;paralizzato;bonded;pa-ra-liz-za-to;5;conv_Vpart;participle_adj;attributive/appositive;body;maximum_standard;Proximative;Proximative;                              amante . A un certo momento mi accorsi di una povera ragazza tanto carina nel volto , sebbene disgraziata nelle gambe < semiparalizzate > , che avanzava seduta come un ' amazzone sul seggiolino posteriore di una motoretta . La conoscevo , avevo parlato con                               
semi_214;CORIS1980_2000;STAMPA;STAMPAQuotidiani;semi - paralizzato ;semi;paralizzato;hyphened;pa-ra-liz-za-to;5;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                               riorganizzazione di una Procura che ha quattordici vuoti di organico ( 47 sostituti su 61 previsti ) e un ' attività  < semi - paralizzata > . àˆ vero , la situazione à¨ critica , perà² a Gela o a Caltanissetta stanno peggio , quindi ... . Si continuerà  ad assegnare i                         
mezzo_89;MONITOR2017_20;NARRAT;NARRAT;mezzo paralizzato ;mezzo;paralizzato;debonded;pa-ra-liz-za-to;5;conv_Vpart;participle_adj;attributive/appositive;body;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                         in modo scrupoloso , ma Anita era sempre sfuggita a quei parametri . A sessant ' anni , impelagato in una missione folle , < mezzo paralizzato > dal freddo , con il riscaldamento della macchina spento per preservare il cadavere nel baule e con il finestrino                                     
